Fish;hakai_id;Stock 1;Region 1;Prob 1;Stock 2;Region 2;Prob 2;Stock 3;Region 3;Prob 3;Stock 4;Region 4;Prob 4;Stock 5;Region 5;Prob 5
Hakai_P_A12 (15) unkn 151 1203;;L_Adams;4;0.94;U_Horsefly;3;0.05;Little;4;0.00;L_Horsefly;3;0.00;Pitt;2;0.00
Hakai_P_A12 (15) unkn 151 1204;;Chilko;3;1.00;;;;;;;;;;;;
Hakai_P_A12 (15) unkn 151 76;;Chilko;3;0.50;L_Adams;4;0.25;U_Horsefly;3;0.13;Middle;3;0.07;Horsefly;3;0.02
Hakai_P_A12 (15) unkn 151 950;;L_Adams;4;0.34;Thompson_N;2;0.28;Chilko;3;0.16;U_Horsefly;3;0.12;Middle;3;0.04
Hakai_P_A12 (15) unkn 152 1066;;Sandpoint;1;0.45;Sinta;1;0.27;Blackwater;1;0.09;Narrows;1;0.07;Hudson_Bay;1;0.04
Hakai_P_A12 (15) unkn 152 1067;;Chilko;3;0.81;L_Adams;4;0.04;Sandpoint;1;0.03;Quesnel_Horsef;3;0.02;Little;4;0.02
Hakai_P_A12 (15) unkn 152 1068;;Middle;3;0.95;Sandpoint;1;0.02;Little;4;0.01;L_Adams;4;0.00;Narrows;1;0.00
Hakai_P_A12 (15) unkn 152 1069;;Quesnel_Horsef;3;0.39;L_Adams;4;0.33;Chilko;3;0.19;Bowron;2;0.05;Horsefly;3;0.03
Hakai_P_A12 (15) unkn 152 1070;;Weaver;4;0.54;Pitt;2;0.10;Middle;3;0.07;Chilko;3;0.07;Sandpoint;1;0.05
Hakai_P_A12 (15) unkn 152 1102;;Quesnel_Horsef;3;0.53;Chilko;3;0.28;Horsefly;3;0.06;Chilko_south;2;0.05;Sandpoint;1;0.03
Hakai_P_A12 (15) unkn 152 1103;;Seymour;2;0.95;L_Adams;4;0.04;Scotch;2;0.01;;;;;;
Hakai_P_A12 (15) unkn 152 1104;;Chilko;3;0.94;L_Adams;4;0.03;Chilko_south;2;0.01;Chilko-North;3;0.00;Little;4;0.00
Hakai_P_A12 (15) unkn 152 1122;;Thompson_N;2;0.58;Raft;2;0.37;Chilko;3;0.02;Quesnel_Horsef;3;0.01;Fennell;2;0.01
Hakai_P_A12 (15) unkn 152 1123;;Chilko;3;0.88;Chilko_south;2;0.08;Chilko-North;3;0.03;L_Adams;4;0.00;Middle;3;0.00
Hakai_P_A12 (15) unkn 152 1124;;L_Adams;4;0.40;Chilko;3;0.28;Little;4;0.15;Scotch;2;0.07;Seymour;2;0.05
Hakai_P_A12 (15) unkn 152 1125;;Quesnel_Mitche;3;1.00;Mitchell;3;0.00;;;;;;;;;
Hakai_P_A12 (15) unkn 152 1126;;L_Adams;4;0.90;Little;4;0.08;Raft;2;0.00;Sinta;1;0.00;Banks;15;0.00
Hakai_P_A12 (15) unkn 152 1127;;Quesnel_Mitche;3;0.99;Mitchell;3;0.00;Blue_Lead_Ck;3;0.00;;;;;;
Hakai_P_A12 (15) unkn 152 1128;;Pitt;2;1.00;;;;;;;;;;;;
Hakai_P_A12 (15) unkn 152 1131;;Quesnel_Mitche;3;0.99;Mitchell;3;0.01;Blue_Lead_Ck;3;0.00;;;;;;
Hakai_P_A12 (15) unkn 152 1132;;L_Adams;4;0.80;Seymour;2;0.08;Horsefly;3;0.07;Little;4;0.03;Eagle_L;4;0.00
Hakai_P_A12 (15) unkn 152 1133;;Chilko;3;0.98;Chilko_south;2;0.01;L_Adams;4;0.01;Quesnel_Horsef;3;0.00;Little;4;0.00
Hakai_P_A12 (15) unkn 152 1134;;L_Adams;4;0.74;Little;4;0.20;Seymour;2;0.04;Scotch;2;0.02;Thompson_N;2;0.00
Hakai_P_A12 (15) unkn 152 1135;;Quesnel_Mitche;3;0.99;Mitchell;3;0.01;Blue_Lead_Ck;3;0.00;;;;;;
Hakai_P_A12 (15) unkn 152 929;;Chilko;3;0.98;Chilko_south;2;0.01;Chilko-North;3;0.00;Middle;3;0.00;Narrows;1;0.00
Hakai_P_A12 (15) unkn 152 940;;Middle;3;0.97;Canoe_Cr;15;0.01;Birkenhead;3;0.00;Narrows;1;0.00;Chilko;3;0.00
Hakai_P_A12 (15) unkn 152 941;;Chilko;3;0.99;L_Adams;4;0.01;Chilko-North;3;0.01;McKinley;3;0.00;;;
Hakai_P_A12 (15) unkn 152 942;;Middle;3;0.62;L_Adams;4;0.20;Weaver;4;0.08;Chilko;3;0.04;Pitt;2;0.04
Hakai_P_A12 (15) unkn 152 951;;L_Adams;4;0.58;Chilko;3;0.10;Chilko_south;2;0.10;Middle;3;0.07;Quesnel_Horsef;3;0.05
Hakai_P_A12 (15) unkn 152 952;;L_Adams;4;0.78;Quesnel_Horsef;3;0.08;Horsefly;3;0.07;Little;4;0.04;M_Horsefly;3;0.03
Hakai_P_A12 (15) unkn 152 962;;Nimpkish;7;0.95;Vernon;7;0.05;Woss_Lake;7;0.00;;;;;;
Hakai_P_A12 (15) unkn 152 963;;Sandpoint;1;0.45;Sinta;1;0.28;Blackwater;1;0.09;Narrows;1;0.07;Hudson_Bay;1;0.05
Hakai_P_A12 (15) unkn 152 964;;Quesnel_Mitche;3;0.99;Quesnel_Horsef;3;0.01;Blue_Lead_Ck;3;0.00;Quesnel_Decept;3;0.00;;;
Hakai_P_A12 (15) unkn 152 965;;Nimpkish;7;0.95;Vernon;7;0.05;Woss_Lake;7;0.00;;;;;;
Hakai_P_A12 (15) unkn 157 854;;Chilko;3;0.97;Little;4;0.02;Chilko_south;2;0.00;Chilko-North;3;0.00;L_Adams;4;0.00
Hakai_P_A12 (15) unkn 157 855;;Chilko;3;0.97;Middle;3;0.01;Tachie;3;0.01;Chilko-North;3;0.00;Horsefly;3;0.00
Hakai_P_A12 (15) unkn 157 878;;L_Adams;4;0.96;Little;4;0.03;Raft;2;0.01;Thompson_N;2;0.00;Eagle_L;4;0.00
Hakai_P_A12 (15) unkn 157 879;;L_Adams;4;0.51;Little;4;0.37;Seymour;2;0.07;Chilko;3;0.02;Scotch;2;0.01
Hakai_P_A12 (15) unkn 157 916;;L_Adams;4;0.82;Seymour;2;0.11;Little;4;0.06;Scotch;2;0.00;Portage_Cr;4;0.00
Hakai_P_A12 (15) unkn 157 917;;L_Adams;4;1.00;Eagle_L;4;0.00;;;;;;;;;
Hakai_P_A12 (15) unkn 157 931;;Chilko;3;0.84;Thompson_N;2;0.08;Middle;3;0.02;L_Adams;4;0.02;Chilko-North;3;0.02
Hakai_P_A12 (15) unkn 157 932;;Chilko;3;0.90;Chilko-North;3;0.05;L_Adams;4;0.03;Middle;3;0.01;Chilko_south;2;0.00
Hakai_P_A12 (15) unkn 157 933;;L_Adams;4;0.93;Little;4;0.07;Sinta;1;0.00;Eagle_L;4;0.00;Tachie;3;0.00
Hakai_P_A12 (15) unkn 157 934;;Chilko;3;0.99;Chilko-North;3;0.01;Little;4;0.00;L_Adams;4;0.00;Thompson_N;2;0.00
Hakai_P_A12 (15) unkn 157 935;;Chilko;3;0.64;Middle;3;0.32;Sinta;1;0.01;Blackwater;1;0.01;Quesnel_Horsef;3;0.01
Hakai_P_A12 (15) unkn 158 1018;;Gates_Cr;2;1.00;;;;;;;;;;;;
Hakai_P_A12 (15) unkn 158 1019;;Pitt;2;1.00;;;;;;;;;;;;
Hakai_P_A12 (15) unkn 158 1020;;Middle;3;0.99;Hudson_Bay;1;0.00;Sandpoint;1;0.00;Sinta;1;0.00;Narrows;1;0.00
Hakai_P_A12 (15) unkn 158 1023;;L_Adams;4;0.74;Little;4;0.17;Quesnel_Horsef;3;0.08;Horsefly;3;0.01;Seymour;2;0.00
Hakai_P_A12 (15) unkn 158 1024;;Chilko;3;0.78;L_Adams;4;0.11;Chilko-North;3;0.04;Sandpoint;1;0.01;Horsefly;3;0.01
Hakai_P_A12 (15) unkn 158 1025;;L_Adams;4;0.89;Little;4;0.08;Thompson_N;2;0.02;Chilko_south;2;0.00;Chilko;3;0.00
Hakai_P_A12 (15) unkn 158 1026;;Chilko;3;0.81;Chilko-North;3;0.12;L_Adams;4;0.02;Chilko_south;2;0.02;Little;4;0.01
Hakai_P_A12 (15) unkn 158 1027;;Sandpoint;1;0.45;Sinta;1;0.27;Blackwater;1;0.09;Narrows;1;0.07;Hudson_Bay;1;0.04
Hakai_P_A12 (15) unkn 158 1042;;Seymour;2;0.95;Scotch;2;0.05;L_Adams;4;0.00;Eagle;2;0.00;;;
Hakai_P_A12 (15) unkn 158 1043;;Pitt;2;1.00;;;;;;;;;;;;
Hakai_P_A12 (15) unkn 158 1044;;Chilko;3;0.97;Chilko-North;3;0.01;Chilko_south;2;0.01;Middle;3;0.01;L_Adams;4;0.00
Hakai_P_A12 (15) unkn 158 1289;;Chilko;3;0.95;Chilko_south;2;0.04;Chilko-North;3;0.01;Quesnel_Horsef;3;0.00;L_Adams;4;0.00
Hakai_P_A12 (15) unkn 158 1290;;Chilko;3;0.99;Chilko_south;2;0.00;Sandpoint;1;0.00;Hudson_Bay;1;0.00;;;
Hakai_P_A12 (15) unkn 158 1293;;Seymour;2;0.82;Birkenhead;3;0.17;Eagle;2;0.01;Scotch;2;0.01;L_Adams;4;0.00
Hakai_P_A12 (15) unkn 158 1304;;Chilko;3;0.99;Quesnel_Horsef;3;0.01;Chilko-North;3;0.00;Middle;3;0.00;L_Horsefly;3;0.00
Hakai_P_A12 (15) unkn 158 1305;;Little;4;0.36;Scotch;2;0.33;L_Adams;4;0.31;Eagle;2;0.00;Seymour;2;0.00
Hakai_P_A12 (15) unkn 158 1306;;Chilko;3;0.97;L_Adams;4;0.02;Chilko_south;2;0.01;Chilko-North;3;0.00;Little;4;0.00
Hakai_P_A12 (15) unkn 158 1314;;Pitt;2;1.00;;;;;;;;;;;;
Hakai_P_A12 (15) unkn 158 1321;;Chilko;3;0.24;Sandpoint;1;0.18;Sinta;1;0.15;Raft;2;0.13;Thompson_N;2;0.08
Hakai_P_A12 (15) unkn 158 1322;;Thompson_N;2;0.44;L_Adams;4;0.22;Raft;2;0.15;Quesnel_Horsef;3;0.14;Chilko;3;0.02
Hakai_P_A12 (15) unkn 158 1323;;Chilko;3;0.74;Chilko_south;2;0.07;Thompson_N;2;0.07;Raft;2;0.06;Middle;3;0.02
Hakai_P_A12 (15) unkn 158 857;;Chilko;3;0.99;Chilko_south;2;0.01;Middle;3;0.00;L_Adams;4;0.00;Chilko-North;3;0.00
Hakai_P_A12 (15) unkn 158 858;;Chilko;3;0.99;L_Adams;4;0.00;Middle;3;0.00;Quesnel_Horsef;3;0.00;Chilko_south;2;0.00
Hakai_P_A12 (15) unkn 158 859;;L_Adams;4;0.56;Little;4;0.37;Thompson_N;2;0.03;Pitt;2;0.01;Chilko;3;0.01
Hakai_P_A12 (15) unkn 158 860;;Chilko;3;0.81;Quesnel_Horsef;3;0.09;Horsefly;3;0.05;L_Adams;4;0.02;Chilko-North;3;0.01
Hakai_P_A12 (15) unkn 158 924;;Chilko;3;0.99;Chilko-North;3;0.01;Chilko_south;2;0.00;Middle;3;0.00;L_Adams;4;0.00
Hakai_P_A12 (15) unkn 158 925;;Chilko;3;0.85;Horsefly;3;0.05;L_Adams;4;0.04;Quesnel_Horsef;3;0.03;M_Horsefly;3;0.01
Hakai_P_A12 (15) unkn 158 926;;Pitt;2;1.00;Seymour;2;0.00;Canoe_Cr;15;0.00;;;;;;
Hakai_P_A12 (15) unkn 158 927;;Pitt;2;1.00;Kitkiata_Lake;15;0.00;Chilko;3;0.00;Kalum_lake;10;0.00;Sinta;1;0.00
Hakai_P_A12 (15) unkn 158 928;;Middle;3;0.97;Chilko;3;0.02;Sinta;1;0.00;Sandpoint;1;0.00;L_Adams;4;0.00
Hakai_P_A12 (15) unkn 158 939;;Quesnel_Horsef;3;0.55;L_Adams;4;0.22;Horsefly;3;0.11;M_Horsefly;3;0.05;Little;4;0.02
Hakai_P_A12 (15) unkn 158 944;;L_Adams;4;0.52;Scotch;2;0.28;Little;4;0.19;Chilko;3;0.01;Seymour;2;0.00
Hakai_P_A12 (15) unkn 158 945;;Quesnel_Horsef;3;0.45;Seymour;2;0.40;Horsefly;3;0.09;M_Horsefly;3;0.02;L_Horsefly;3;0.01
Hakai_P_A12 (15) unkn 158 956;;Quesnel_Mitche;3;0.99;Mitchell;3;0.01;Blue_Lead_Ck;3;0.00;;;;;;
Hakai_P_A12 (15) unkn 158 957;;Quesnel_Horsef;3;0.46;L_Adams;4;0.33;Horsefly;3;0.10;M_Horsefly;3;0.02;Chilko;3;0.02
Hakai_P_A12 (15) unkn 158 961;;Pitt;2;0.99;L_Adams;4;0.01;Thompson_N;2;0.00;Tachie;3;0.00;Birkenhead;3;0.00
Hakai_P_A12 (15) unkn 158 969;;Chilko;3;0.98;Chilko_south;2;0.01;Chilko-North;3;0.01;Pitt;2;0.00;Thompson_N;2;0.00
Hakai_P_A12 (15) unkn 158 970;;Gates_Cr;2;1.00;;;;;;;;;;;;
Hakai_P_A12 (15) unkn 158 982;;L_Adams;4;0.51;Chilko;3;0.40;Little;4;0.05;Chilko-North;3;0.03;Thompson_N;2;0.00
Hakai_P_A12 (15) unkn 158 983;;Quesnel_Horsef;3;0.60;Thompson_N;2;0.10;L_Adams;4;0.09;Horsefly;3;0.07;Chilko;3;0.06
Hakai_P_A12 (15) unkn 158 984;;Chilko;3;0.51;Quesnel_Horsef;3;0.27;L_Adams;4;0.12;Horsefly;3;0.07;Middle;3;0.02
Hakai_P_A12 (15) unkn 158 991;;Middle;3;0.31;Sandpoint;1;0.25;Chilko;3;0.17;Sinta;1;0.10;Blackwater;1;0.06
Hakai_P_A12 (15) unkn 159 1228;;Chilko;3;0.97;Chilko_south;2;0.01;Horsefly;3;0.00;Quesnel_Horsef;3;0.00;Roaring;3;0.00
Hakai_P_A12 (15) unkn 159 1229;;Quesnel_Horsef;3;0.99;Horsefly;3;0.00;L_Horsefly;3;0.00;M_Horsefly;3;0.00;Roaring;3;0.00
Hakai_P_A12 (15) unkn 159 1230;;Narrows;1;0.96;Chilko;3;0.03;Chilko-North;3;0.00;;;;;;
Hakai_P_A12 (15) unkn 159 1235;;Narrows;1;0.21;Quesnel_Horsef;3;0.15;Stellako;3;0.12;Birkenhead;3;0.09;Scotch;2;0.07
Hakai_P_A12 (15) unkn 159 1236;;Pitt;2;1.00;;;;;;;;;;;;
Hakai_P_A12 (15) unkn 159 1244;;Quesnel_Horsef;3;0.97;U_Horsefly;3;0.02;Horsefly;3;0.01;Chilko;3;0.00;L_Horsefly;3;0.00
Hakai_P_A12 (15) unkn 159 1245;;Narrows;1;0.51;Stellako;3;0.39;Rossette;1;0.02;Sandpoint;1;0.02;Sinta;1;0.01
Hakai_P_A12 (15) unkn 159 1246;;Roaring;3;0.34;Chilko;3;0.18;Scotch;2;0.13;Stellako;3;0.11;Mitchell;3;0.09
Hakai_P_A12 (15) unkn 159 1250;;Mitchell;3;0.77;Roaring;3;0.20;Chilko;3;0.02;Quesnel_Mitche;3;0.01;Wasko_Cr;3;0.00
Hakai_P_A12 (15) unkn 159 1256;;Quesnel_Horsef;3;0.98;U_Horsefly;3;0.01;Roaring;3;0.00;Wasko_Cr;3;0.00;L_Horsefly;3;0.00
Hakai_P_A12 (15) unkn 159 1257;;L_Shuswap;4;0.62;Portage_Cr;4;0.20;Chilko;3;0.10;L_Adams;4;0.04;Scotch;2;0.02
Hakai_P_A12 (15) unkn 159 1260;;Narrows;1;0.97;Rossette;1;0.02;Sandpoint;1;0.01;Hudson_Bay;1;0.00;Bivouac;1;0.00
Hakai_P_A12 (15) unkn 159 1261;;Chilko;3;0.96;Chilko_south;2;0.03;Narrows;1;0.01;Chilko-North;3;0.00;Pitt;2;0.00
Hakai_P_A12 (15) unkn 159 1262;;Gates_Cr;2;1.00;;;;;;;;;;;;
Hakai_P_A12 (15) unkn 159 1266;;Quesnel_Horsef;3;0.62;Scotch;2;0.19;Roaring;3;0.04;L_Shuswap;4;0.04;Mitchell;3;0.03
Hakai_P_A12 (15) unkn 159 1267;;Pitt;2;1.00;;;;;;;;;;;;
Hakai_P_A12 (15) unkn 159 1271;;Chilko;3;0.75;Scotch;2;0.07;Quesnel_Horsef;3;0.04;L_Adams;4;0.03;Rossette;1;0.02
Hakai_P_A12 (15) unkn 159 1272;;Mitchell;3;0.90;Roaring;3;0.06;Wasko_Cr;3;0.02;Quesnel_Mitche;3;0.02;Quesnel_Horsef;3;0.00
Hakai_P_A12 (15) unkn 159 1281;;Chilko;3;1.00;Chilko_south;2;0.00;Narrows;1;0.00;Chilko-North;3;0.00;Gluskie;1;0.00
Hakai_P_A12 (15) unkn 159 1282;;Phillips;6;0.91;Narrows;1;0.09;Rossette;1;0.00;Felix;1;0.00;Stellako;3;0.00
Hakai_P_A12 (15) unkn 159 1294;;Stellako;3;1.00;Pinchi_Cr;3;0.00;Middle;3;0.00;Tachie;3;0.00;Rossette;1;0.00
Hakai_P_A12 (15) unkn 159 1295;;Chilko;3;0.98;Portage_Cr;4;0.01;L_Adams;4;0.01;Mitchell;3;0.00;L_Shuswap;4;0.00
Hakai_P_A12 (15) unkn 159 1303;;Quesnel_Horsef;3;0.98;U_Horsefly;3;0.01;Horsefly;3;0.01;L_Horsefly;3;0.00;M_Horsefly;3;0.00
Hakai_P_A12 (15) unkn 159 1307;;L_Shuswap;4;0.71;Portage_Cr;4;0.15;L_Adams;4;0.06;Quesnel_Horsef;3;0.03;Chilko;3;0.02
Hakai_P_A12 (15) unkn 159 1308;;Mitchell;3;0.96;Roaring;3;0.02;Quesnel_Mitche;3;0.02;Wasko_Cr;3;0.00;Blue_Lead_Ck;3;0.00
Hakai_P_A12 (15) unkn 159 1312;;Chilko;3;0.65;L_Adams;4;0.08;Portage_Cr;4;0.06;Scotch;2;0.05;Roaring;3;0.03
Hakai_P_A12 (15) unkn 159 1313;;Birkenhead;3;1.00;Pitt;2;0.00;;;;;;;;;
Hakai_P_A12 (15) unkn 159 1324;;L_Shuswap;4;0.52;Portage_Cr;4;0.32;L_Adams;4;0.08;Little;4;0.04;Chilko;3;0.01
Hakai_P_A12 (15) unkn 159 1325;;L_Shuswap;4;0.99;Scotch;2;0.01;Seymour;2;0.00;Portage_Cr;4;0.00;;;
Hakai_P_A12 (15) unkn 159 1326;;Pitt;2;1.00;;;;;;;;;;;;
Hakai_P_A12 (15) unkn 160 1239;;Mitchell;3;0.98;Quesnel_Mitche;3;0.01;Roaring;3;0.01;Wasko_Cr;3;0.00;Blue_Lead_Ck;3;0.00
Hakai_P_A12 (15) unkn 160 1240;;Narrows;1;0.99;Sinta;1;0.00;Blackwater;1;0.00;Porter_Cr;1;0.00;FiveMile;1;0.00
Hakai_P_A12 (15) unkn 160 1268;;Scotch;2;0.70;L_Shuswap;4;0.13;Chilko;3;0.09;Narrows;1;0.05;Seymour;2;0.02
Hakai_P_A12 (15) unkn 160 1269;;Chilko;3;0.96;Quesnel_Horsef;3;0.02;Narrows;1;0.01;Roaring;3;0.00;Wasko_Cr;3;0.00
Hakai_P_A12 (15) unkn 160 1277;;Roaring;3;0.35;Mitchell;3;0.18;Quesnel_Horsef;3;0.18;Wasko_Cr;3;0.16;Chilko;3;0.12
Hakai_P_A12 (15) unkn 160 1278;;Stellako;3;1.00;;;;;;;;;;;;
Hakai_P_A12 (15) unkn 160 1279;;Birkenhead;3;1.00;;;;;;;;;;;;
Hakai_P_A12 (15) unkn 160 1280;;Scotch;2;0.80;Chilko;3;0.13;Seymour;2;0.04;L_Shuswap;4;0.02;L_Adams;4;0.01
Hakai_P_A12 (15) unkn 160 1287;;Stellako;3;1.00;Kuzkwa_Cr;3;0.00;Pinchi_Cr;3;0.00;;;;;;
Hakai_P_A12 (15) unkn 160 1291;;Mitchell;3;0.89;Roaring;3;0.07;Quesnel_Mitche;3;0.02;Wasko_Cr;3;0.01;Chilko;3;0.01
Hakai_P_A12 (15) unkn 165 1176;;Scotch;2;0.97;Seymour;2;0.02;L_Shuswap;4;0.00;Birkenhead;3;0.00;;;
Hakai_P_A12 (15) unkn 165 1209;;Quesnel_Horsef;3;0.92;Roaring;3;0.04;U_Horsefly;3;0.02;Horsefly;3;0.01;M_Horsefly;3;0.01
Hakai_P_A12 (15) unkn 165 1210;;Pitt;2;1.00;Birkenhead;3;0.00;;;;;;;;;
Hakai_P_A12 (15) unkn 165 1217;;Pitt;2;1.00;Yonakina;16;0.00;Craig;14;0.00;Tuskwa;16;0.00;;;
Hakai_P_A12 (15) unkn 165 1218;;Quesnel_Horsef;3;0.68;L_Shuswap;4;0.11;Stellako;3;0.07;L_Adams;4;0.06;Portage_Cr;4;0.02
Hakai_P_A12 (15) unkn 165 1219;;Pitt;2;1.00;;;;;;;;;;;;
Hakai_P_A12 (15) unkn 165 1223;;Chilko;3;0.99;Quesnel_Horsef;3;0.01;Narrows;1;0.01;Rossette;1;0.00;Chilko-North;3;0.00
Hakai_P_A12 (15) unkn 165 1224;;Quesnel_Horsef;3;0.72;Roaring;3;0.16;Chilko;3;0.06;Narrows;1;0.02;Wasko_Cr;3;0.01
Hakai_P_A12 (15) unkn 165 1231;;Scotch;2;0.94;Fennell;2;0.03;Seymour;2;0.02;Chilko;3;0.01;L_Shuswap;4;0.00
Hakai_P_A12 (15) unkn 165 1241;;L_Shuswap;4;0.84;Portage_Cr;4;0.12;L_Adams;4;0.03;Little;4;0.00;MiddleShuswap;4;0.00
Hakai_P_A12 (15) unkn 165 719;;Quesnel_Horsef;3;0.37;Mitchell;3;0.18;Roaring;3;0.16;Chilko;3;0.15;Wasko_Cr;3;0.07
Hakai_P_A12 (15) unkn 165 720;;Quesnel_Horsef;3;0.83;Horsefly;3;0.07;U_Horsefly;3;0.03;L_Horsefly;3;0.02;Portage_Cr;4;0.02
Hakai_P_A12 (15) unkn 165 734;;Scotch;2;0.98;Seymour;2;0.02;;;;;;;;;
Hakai_P_A12 (15) unkn 165 735;;Pitt;2;1.00;Harrison;4;0.00;Big_Silver;4;0.00;Birkenhead;3;0.00;;;
Hakai_P_A12 (15) unkn 165 736;;Chilko;3;0.97;L_Shuswap;4;0.02;Chilko_south;2;0.00;L_Adams;4;0.00;Portage_Cr;4;0.00
Hakai_P_A12 (15) unkn 165 737;;Chilko;3;0.86;Chilko_south;2;0.09;Narrows;1;0.05;Chilko-North;3;0.00;Quesnel_Horsef;3;0.00
Hakai_P_A12 (15) unkn 165 738;;Chilko;3;0.99;Chilko_south;2;0.00;Chilko-North;3;0.00;Roaring;3;0.00;;;
Hakai_P_A12 (15) unkn 165 754;;L_Shuswap;4;0.34;Stellako;3;0.26;Chilko;3;0.21;Portage_Cr;4;0.08;Bowron;2;0.04
Hakai_P_A12 (15) unkn 165 761;;Phillips;6;0.99;L_Adams;4;0.00;Chilko;3;0.00;Hugh_Smith;20;0.00;Devils_Elbow;14;0.00
Hakai_P_A12 (15) unkn 165 762;;Pitt;2;1.00;;;;;;;;;;;;
Hakai_P_A12 (15) unkn 165 763;;Chilko;3;0.49;Quesnel_Horsef;3;0.36;Bowron;2;0.09;Roaring;3;0.06;Narrows;1;0.00
Hakai_P_A12 (15) unkn 165 764;;Pitt;2;1.00;;;;;;;;;;;;
Hakai_P_A12 (15) unkn 165 765;;Chilko;3;0.99;Narrows;1;0.01;Quesnel_Horsef;3;0.00;Birkenhead;3;0.00;Chilko-North;3;0.00
Hakai_P_A12 (15) unkn 165 781;;Chilko;3;0.93;Chilko_south;2;0.07;L_Shuswap;4;0.00;L_Adams;4;0.00;;;
Hakai_P_A12 (15) unkn 165 782;;Gates_Cr;2;1.00;;;;;;;;;;;;
Hakai_P_A12 (15) unkn 165 783;;Fennell;2;0.68;Quesnel_Horsef;3;0.14;Chilko;3;0.12;Raft;2;0.04;L_Shuswap;4;0.01
Hakai_P_A12 (15) unkn 165 784;;Birkenhead;3;0.79;Narrows;1;0.20;Chilko;3;0.01;Fennell;2;0.00;Portage_Cr;4;0.00
Hakai_P_A12 (15) unkn 165 785;;Chilko;3;0.99;Narrows;1;0.01;Wasko_Cr;3;0.00;Chilko-North;3;0.00;Roaring;3;0.00
Hakai_P_A12 (15) unkn 165 786;;Scotch;2;0.96;Seymour;2;0.03;Eagle_L;4;0.01;Pitt;2;0.00;Chilko;3;0.00
Hakai_P_A12 (15) unkn 165 787;;Chilko;3;0.96;L_Shuswap;4;0.03;Chilko-North;3;0.01;Narrows;1;0.00;Quesnel_Horsef;3;0.00
Hakai_P_A12 (15) unkn 165 809;;Gates_Cr;2;1.00;;;;;;;;;;;;
Hakai_P_A12 (15) unkn 165 813;;Narrows;1;0.99;Chilko;3;0.00;Blackwater;1;0.00;Rossette;1;0.00;Quesnel_Horsef;3;0.00
Hakai_P_A12 (15) unkn 166 1146;;Chilko;3;0.53;L_Adams;4;0.45;Wasko_Cr;3;0.01;L_Shuswap;4;0.00;Roaring;3;0.00
Hakai_P_A12 (15) unkn 166 1147;;Scotch;2;0.50;L_Adams;4;0.28;Little;4;0.09;Seymour;2;0.08;Blackwater;1;0.03
Hakai_P_A12 (15) unkn 166 1148;;Chilko;3;0.93;Chilko_south;2;0.05;Chilko-North;3;0.02;L_Adams;4;0.00;Quesnel_Horsef;3;0.00
Hakai_P_A12 (15) unkn 166 1153;;L_Adams;4;0.84;Little;4;0.09;Scotch;2;0.03;Portage_Cr;4;0.02;Pitt;2;0.00
Hakai_P_A12 (15) unkn 166 1154;;L_Adams;4;0.28;Thompson_N;2;0.25;Raft;2;0.24;Chilko_south;2;0.23;Birkenhead;3;0.00
Hakai_P_A12 (15) unkn 166 1165;;Chilko_south;2;0.81;Chilko;3;0.19;Portage_Cr;4;0.00;Chilko-North;3;0.00;L_Adams;4;0.00
Hakai_P_A12 (15) unkn 166 1171;;Chilko;3;0.96;L_Adams;4;0.01;Chilko-North;3;0.01;Quesnel_Horsef;3;0.01;Chilko_south;2;0.01
Hakai_P_A12 (15) unkn 166 1177;;Blackwater;1;0.98;Nadina;2;0.01;Sandpoint;1;0.00;Dust;1;0.00;Rossette;1;0.00
Hakai_P_A12 (15) unkn 166 1178;;Quesnel_Horsef;3;0.60;L_Horsefly;3;0.33;Chilko;3;0.04;L_Adams;4;0.01;Little;4;0.01
Hakai_P_A12 (15) unkn 166 1179;;Quesnel_Horsef;3;0.51;L_Horsefly;3;0.36;Wasko_Cr;3;0.05;L_Adams;4;0.02;Little;4;0.01
Hakai_P_A12 (15) unkn 166 1197;;Quesnel_Horsef;3;0.57;L_Horsefly;3;0.20;Wasko_Cr;3;0.11;L_Adams;4;0.06;Little;4;0.03
Hakai_P_A12 (15) unkn 166 1198;;Quesnel_Horsef;3;0.61;L_Horsefly;3;0.38;M_Horsefly;3;0.00;U_Horsefly;3;0.00;Horsefly;3;0.00
Hakai_P_A12 (15) unkn 166 1199;;L_Adams;4;0.86;Chilko_south;2;0.11;Chilko;3;0.01;Eagle_L;4;0.00;Little;4;0.00
Hakai_P_A12 (15) unkn 166 1200;;Thompson_N;2;0.26;Raft;2;0.21;Chilko_south;2;0.11;Chilko;3;0.11;L_Adams;4;0.11
Hakai_P_A12 (15) unkn 166 1205;;Scotch;2;0.99;Seymour;2;0.01;L_Adams;4;0.00;Eagle_L;4;0.00;MiddleShuswap;4;0.00
Hakai_P_A12 (15) unkn 166 1211;;Bowron;2;1.00;;;;;;;;;;;;
Hakai_P_A12 (15) unkn 166 1212;;Chilko;3;0.28;Chilko_south;2;0.17;Scotch;2;0.13;Quesnel_Horsef;3;0.12;L_Horsefly;3;0.09
Hakai_P_A12 (15) unkn 166 1220;;L_Adams;4;0.71;Little;4;0.28;MiddleShuswap;4;0.00;Dust;1;0.00;Seymour;2;0.00
